Date,Close,High,Low,Open,Volume
,GS,GS,GS,GS,GS
2015-01-02,157.9902801513672,159.06299200922652,156.60061688972687,158.713551846529,1877700
2015-01-05,153.05735778808594,157.68954685711898,152.35846523379067,156.89313844882932,3413200
2015-01-06,149.96112060546875,153.31743212353996,149.47351648555033,153.02487213164648,3429200
2015-01-07,152.1959991455078,152.7729971267198,150.9688786619,151.84655892048463,1896800
2015-01-08,154.6258544921875,155.07282295774542,153.796932283361,153.8782037862953,1962500
2015-01-09,152.25286865234375,155.47101671336534,151.93592964026905,154.79650293889048,1980700
2015-01-12,150.40003967285156,152.39919025261278,149.61987518299512,152.26103857842554,2084200
2015-01-13,150.28623962402344,153.90261137205147,149.01848330439418,151.62714527001026,2745300
2015-01-14,146.46669006347656,148.31956629090107,144.73572109329535,147.23871975818832,5204700
2015-01-15,145.0526580810547,147.5800480820734,144.24811483561345,146.4260522511329,3146000
2015-01-16,144.02867126464844,146.36102916642898,141.45252368697507,143.62233860444212,5124100
2015-01-20,142.72848510742188,144.9226800826734,141.59074565338025,144.30505859639587,3606600
2015-01-21,143.9637451171875,144.9714551985443,140.44491302727647,141.8508214244215,3737000
2015-01-22,147.9376678466797,148.38463648976085,144.0450043557625,145.31276094319614,6228200
2015-01-23,146.67799377441406,148.7015228396278,146.62110123990578,147.44188889283475,3123800
2015-01-26,146.62106323242188,147.08428837805658,144.703172742284,145.23953478450704,2736500
2015-01-27,143.4273223876953,145.1745480555793,143.2729139760582,144.0368214439744,3335600
2015-01-28,140.63177490234375,144.63008789172935,140.5667601707734,144.4350436970183,3017300
2015-01-29,143.02105712890625,143.2729815402569,140.64807450545126,140.7374558382439,2421400
2015-01-30,140.11172485351562,142.77726790045722,140.0385879016885,141.50951113426513,3037400
2015-02-02,142.61465454101562,142.70404823041977,139.9897363886436,140.5829910548211,2975300
2015-02-03,146.47482299804688,146.66985476696607,142.95598016374055,143.03723926736004,3766900
2015-02-04,145.288330078125,146.8567808654942,145.08516371294132,145.23957213452744,2980500
2015-02-05,146.9055633544922,147.5800772876366,145.65405139169172,145.8247166230892,2434400
2015-02-06,149.06723022460938,150.03430417643847,147.2062316418959,147.94576024038778,3250900
2015-02-09,148.0839080810547,148.67715042268725,147.21435004579956,147.65319635901156,2421900
2015-02-10,149.98553466796875,150.18057884163392,148.18955095326208,149.00221640976412,2556300
2015-02-11,152.49673461914062,152.93558110166407,149.32734291334324,149.58740192525286,4079600
2015-02-12,154.22764587402344,154.40643326245583,152.29349816295866,152.98426874556478,3086700
2015-02-13,153.59378051757812,155.48729263315786,153.05741830795472,154.30079553916894,2720400
2015-02-17,154.42269897460938,154.9184254166085,153.03303553874582,153.41498930882506,2123300
2015-02-18,153.3256072998047,154.4389551313579,152.63484902487073,154.0326223577642,1850700
2015-02-19,153.68313598632812,154.28451277480843,152.1878348044883,152.52101815458576,1470400
2015-02-20,155.6335906982422,155.73924119848118,152.00910892419824,153.06557672570779,2317100
2015-02-23,154.65835571289062,155.00780829529458,153.81318912338327,155.00780829529458,1691100
2015-02-24,156.21054077148438,157.0719640926416,154.1463637563627,154.4308016002722,2627300
2015-02-25,155.8042449951172,156.39748739264854,154.7802908349585,155.66609333543414,2775700
2015-02-26,156.68460083007812,156.9047127568455,154.89112710928748,155.3068830249894,2449300
2015-02-27,154.7200164794922,156.9292598445885,154.7200164794922,155.86132765098677,2572400
2015-03-02,156.3504180908203,156.4564002509597,154.71183686914415,154.89118555281667,1659400
2015-03-03,155.92649841308594,157.2308376421259,155.35584922292975,155.461818933032,1487800
2015-03-04,154.6221466064453,155.55965325442375,154.05964510550214,155.1765004186862,1648500
2015-03-05,154.95643615722656,155.47817449691192,154.13307153280502,154.9971994917317,1330100
2015-03-06,152.3721923828125,156.03250826952086,152.10316931554507,152.91838620815327,4103600
2015-03-09,153.2036895751953,153.90477653139013,152.09500665204396,152.6901114420817,2233700
2015-03-10,148.94825744628906,151.74444492008865,148.94825744628906,151.29607322100728,2768500
2015-03-11,150.14657592773438,151.49983836559306,149.1927740714269,149.42919383329786,2098600
2015-03-12,154.85043334960938,154.89119667868493,151.58141836098426,151.58141836098426,3114800
2015-03-13,154.35313415527344,154.6792283139375,151.7607508998005,153.96998129335583,3095100
2015-03-16,156.44009399414062,156.92108134472903,154.80966044573177,154.92379029655154,2127700
2015-03-17,155.35585021972656,155.90204390803908,153.9129131988296,155.68193191927392,1883200
2015-03-18,156.78245544433594,157.36939992590536,154.23897130785312,154.62212408778956,2790100
2015-03-19,154.86669921875,156.3259314662934,154.14930462685746,156.3259314662934,2097100
2015-03-20,157.4427947998047,158.08681047679542,154.80963607736717,155.27431553634517,3473800
2015-03-23,156.489013671875,158.35585456648022,156.489013671875,157.55694563002746,1590500
2015-03-24,155.93463134765625,156.93734428971507,155.83680933551926,156.47267729284613,1799100
2015-03-25,152.7308807373047,155.89391363414526,152.7308807373047,155.77163608320342,2542000
2015-03-26,152.64117431640625,153.23627900465937,150.83139230737746,152.05421731676344,2377200
2015-03-27,153.3096923828125,153.65208199739433,151.85045956548345,152.60045764112317,1539600
2015-03-30,155.72268676757812,156.52159559544864,154.23083881685275,154.27160213688285,2403800
2015-03-31,153.23629760742188,155.33955837160622,153.23629760742188,155.16835737625206,2146600
2015-04-01,156.70912170410156,156.79064835964599,152.4129381319325,153.21184711153882,4031400
2015-04-02,156.15476989746094,157.11671968514912,155.58412066415266,156.30150294064578,2296300
2015-04-06,156.56239318847656,157.04336812815257,154.0352160640144,155.03792927231996,1997000
2015-04-07,156.8395538330078,157.85857479518475,156.71727629323487,156.94553599362484,1778000
2015-04-08,156.97813415527344,158.02977072046698,156.6846556300125,157.3694347092146,1997300
2015-04-09,158.87762451171875,159.04066540733075,156.8558900398393,157.22273516477205,1986500
2015-04-10,159.48899841308594,159.6683470864097,158.2254100107484,158.68192938312893,1764800
2015-04-13,159.44004821777344,160.90744043925585,158.77972482791057,159.22809640103253,2196100
2015-04-14,161.18467712402344,161.81239758363537,159.54609572808377,160.58141217485672,3267400
2015-04-15,163.94009399414062,164.78791394395267,160.91563436743527,161.58411807568095,5066100
2015-04-16,163.21456909179688,165.38303643347962,161.98358370167543,165.2444510633165,5976900
2015-04-17,160.88302612304688,161.6167162019959,159.49714773513415,161.28247435835954,4578400
2015-04-20,161.49447631835938,162.71730169450277,161.3477308048262,162.28523772340327,2616600
2015-04-21,160.4672393798828,162.63571861347495,160.2552875329915,162.20365479224583,1868300
2015-04-22,161.6737518310547,162.35853074622034,160.24712287151758,161.3395100608367,1938100
2015-04-23,162.48089599609375,163.4428585109702,161.0868819116519,161.54340143495972,2053400
2015-04-24,161.40478515625,162.30967633795808,160.9645611007046,162.22814967901363,1445700
2015-04-27,160.2063751220703,162.48082403957875,160.08408516441204,162.03245240660223,1767100
2015-04-28,160.9971466064453,161.09496862749216,158.47811761151485,159.9455101233143,1909400
2015-04-29,161.86941528320312,162.82321726657446,159.35854652013873,159.61126169019195,2480600
2015-04-30,160.12490844726562,162.8395823261862,159.29338369283028,161.73903449122105,2732800
2015-05-01,161.02980041503906,161.87763299466573,160.45915104753453,161.77979850364835,2029500
2015-05-04,162.47271728515625,162.81510686226835,161.33140625556084,161.6248848129743,1581600
2015-05-05,160.8340606689453,163.36123683952698,160.3693937240832,161.66558499669793,2287500
2015-05-06,159.9862823486328,161.89388650052345,158.16019240574448,161.20910743664783,2433700
2015-05-07,160.9156494140625,161.37216884812725,158.81238850207424,159.99445041653937,1795300
2015-05-08,163.4509735107422,164.13575265874059,162.30967493074485,162.30967493074485,3192500
2015-05-11,164.45364379882812,164.6329924487616,163.27972988625208,163.27972988625208,1966700
2015-05-12,163.47540283203125,163.89115886830834,161.46997672855406,163.4346395094426,2247500
2015-05-13,164.20907592773438,164.46995121399152,162.92104462929925,163.42647494739958,2143300
2015-05-14,165.1792449951172,165.39120935111498,164.2091348897441,164.94283756637665,1957000
2015-05-15,165.46450805664062,165.46450805664062,164.5270139776855,165.12211859026004,1742900
2015-05-18,166.84225463867188,167.26615837108648,165.19551340361576,165.20366109258612,2164600
2015-05-19,167.4455108642578,168.0976867341464,166.75258410936752,167.11128145976724,2370100
2015-05-20,167.18470764160156,167.90210259841157,166.42654934602285,167.25807418785044,1831200
