Date,Close,High,Low,Open,Volume
,AMGN,AMGN,AMGN,AMGN,AMGN
2015-01-02,118.21831512451172,120.21461940421003,117.2645291879885,118.41794893706158,2605400
2015-01-05,116.81351470947266,118.00390538888624,114.05564599582934,116.39945645764438,4080300
2015-01-06,113.05012512207031,117.47158370429523,112.628688386376,117.39764189287132,5075800
2015-01-07,116.99835968017578,117.24974373256187,113.13143168935159,113.92995569275504,3502400
2015-01-08,116.57693481445312,120.34034052371351,114.71371177129663,118.00393051301778,4560200
2015-01-09,115.1425552368164,117.38285454577593,114.32925169816792,117.38285454577593,3949100
2015-01-12,115.50477600097656,116.81346852058896,114.59535096012765,115.50477600097656,2700700
2015-01-13,114.70629119873047,119.0094461396678,113.4271794643205,117.47893908894272,4570400
2015-01-14,114.72109985351562,115.00205387885725,112.80612678386784,113.02792962441784,3426400
2015-01-15,112.32554626464844,116.62870259585198,112.03719124218179,115.4530909363155,2894000
2015-01-16,117.13882446289062,117.14622541114959,112.40684316981532,112.70258776990754,3513200
2015-01-20,116.5251693725586,118.10002592134641,114.34401037025724,117.715560150132,3664400
2015-01-21,116.36251068115234,117.02055211126476,114.88376488027633,114.88376488027633,2804900
2015-01-22,117.9817123413086,118.13697429725262,113.94473225777556,116.94658374664067,3783100
2015-01-23,118.15914916992188,118.30702145327018,117.00572956510015,118.15175950443067,2249400
2015-01-26,118.10002899169922,119.39393155392061,116.57692263785108,118.01869752222505,3149600
2015-01-27,117.47895050048828,118.84679477196778,117.02793261525926,117.21277582589518,2876300
2015-01-28,114.3365707397461,118.97243978957958,114.24044869797895,117.05746759175418,4927100
2015-01-29,115.6156997680664,115.96320582242623,113.68593666527465,114.52143138515227,3435500
2015-01-30,112.57691955566406,115.98542925346135,112.03718046949555,115.00946284123793,5318200
2015-02-02,112.75437927246094,113.84125845390449,110.4623185252954,113.42721139086625,3832500
2015-02-03,112.55471801757812,113.68595749734017,110.07042496199739,113.68595749734017,4298400
2015-02-04,111.97798156738281,113.23491277088706,108.99831079737346,111.00201557101312,5827100
2015-02-05,113.3902359008789,113.7894923292553,111.66010590802142,112.59910143018276,3564400
2015-02-06,111.94103240966797,114.42532535803514,111.34954322162163,114.10001081738288,3242700
2015-02-09,110.913330078125,112.25899423709862,110.31443980501929,110.90594041026115,3236400
2015-02-10,113.40328216552734,113.44787756265536,110.78690923132756,111.86467291466559,4108600
2015-02-11,113.80470275878906,115.38790811178322,113.17290410704761,113.94592914035451,3998700
2015-02-12,113.85673522949219,115.08316599395786,112.32556531294412,115.08316599395786,2935800
2015-02-13,114.07970428466797,114.32499039587525,111.64916356224035,114.18376402805941,3591400
2015-02-17,114.64460754394531,115.09801313318735,113.7229274476461,114.10943991921174,3895600
2015-02-18,115.78929901123047,116.12377604038988,114.19866458348913,114.6297725945901,3297900
2015-02-19,115.9899673461914,116.26497997497421,115.23924003159263,115.93050301046442,3913900
2015-02-20,117.18661499023438,117.25350808901625,115.25406451993288,116.2723639402502,4411100
2015-02-23,117.7515640258789,118.33132716981314,117.29815835263153,117.49142029505181,3094300
2015-02-24,116.97113800048828,118.26446219809621,116.13865971697015,118.18270012798882,2060500
2015-02-25,117.49884796142578,118.01914675977014,115.75955854624758,117.26099060123227,3262800
2015-02-26,118.16036987304688,118.479977932573,115.95280592974373,117.79615505347405,3379800
2015-02-27,117.23124694824219,118.36104656051775,116.84473446531554,118.25698681607537,2472000
2015-03-02,118.65092468261719,118.85160403578662,117.15691033683315,118.39819844622777,3483500
2015-03-03,117.85557556152344,118.47993387002485,117.07512200506736,118.47993387002485,2334900
2015-03-04,118.32389068603516,118.73270091265181,116.55486352812811,117.47654373525815,3098600
2015-03-05,118.62860107421875,120.02597281985199,118.07856465138582,118.92591131584487,2470900
2015-03-06,115.12031555175781,118.86647773658828,114.46621924104866,117.81101136172866,4091400
2015-03-09,115.21694946289062,115.75955730689911,113.55942211531692,115.0980321257302,2135000
2015-03-10,114.154052734375,115.67779380538646,113.19520586818732,113.62631381726186,3509600
2015-03-11,113.49994659423828,114.66691287460952,113.29182709763201,114.5554129960735,2487100
2015-03-12,114.65201568603516,115.03852808799948,113.68574035195392,114.6594444727744,1889400
2015-03-13,114.65948486328125,115.02369969166878,113.4107677516608,113.93106654816931,2737900
2015-03-16,121.17813873291016,121.30449622450705,116.50286617716462,117.23871341303268,5201600
2015-03-17,121.20785522460938,121.72071389132434,120.21928183804891,120.59835424605471,2620800
2015-03-18,123.78702545166016,124.5749192843386,120.28614965226498,121.13349647074861,3690100
2015-03-19,125.69727325439453,125.77903528341474,124.10663942390532,124.62693808964286,3756600
2015-03-20,126.43316650390625,128.11299161576906,125.25133114980399,126.65614360688457,9040600
2015-03-23,123.78702545166016,125.77161193814678,123.16266702575871,125.54118341609336,3879900
2015-03-24,123.39312744140625,125.05809516885269,122.93972170956432,123.43029407680275,2555600
2015-03-25,119.38677215576172,123.97285227025749,119.34961687353565,123.38566044281839,4010100
2015-03-26,119.3347396850586,120.92537353890881,116.96365215030973,118.06371382283388,3146500
2015-03-27,120.8510513305664,121.49027871384234,119.66922751991507,119.86247809005468,2438900
2015-03-30,122.12947082519531,123.25184132216336,121.19293339808196,122.27812593942086,2388100
2015-03-31,118.81444549560547,121.9659754885278,118.71781454488104,121.39365259704235,3111000
2015-04-01,116.77040100097656,118.47252336840076,114.94190985340722,118.45765445162009,5135000
2015-04-02,115.86363220214844,117.57318398150784,115.23183343731421,116.78530122928177,3015200
2015-04-06,115.41766357421875,116.89680954489403,114.91223359931385,115.0608888071291,3185700
2015-04-07,116.90420532226562,118.53200604106955,115.4176309805871,115.67034589667354,2942600
2015-04-08,119.1712417602539,119.66181404916817,117.18666623691485,117.2015238153695,3031200
2015-04-09,120.033447265625,120.2638644700105,118.23469370370688,119.84018534582144,2860600
2015-04-10,121.43826293945312,121.66868015028683,119.15636585582938,120.10777253765636,2407200
2015-04-13,120.77670288085938,122.43422963515506,120.66520303124783,121.02198894001401,1767700
2015-04-14,120.83621215820312,121.50516613813244,119.34219754581072,120.78417660735853,2099400
2015-04-15,122.99170684814453,123.31875495889982,121.05172722903716,121.24497777554704,3659300
2015-04-16,124.03234100341797,124.60467536723749,122.69443301353216,123.6829950851339,3085600
2015-04-17,121.58688354492188,123.01399316199549,120.20436933124759,122.64234967812239,4249700
2015-04-20,123.36334228515625,123.42280660518547,121.20037442843808,122.3747692302817,2760900
2015-04-21,125.21414184570312,125.526321046732,124.18097329646696,124.19583087152047,3794800
2015-04-22,125.68987274169922,129.03466521315192,124.13639384084964,128.61841484526323,5352200
2015-04-23,125.74185180664062,126.02430447660335,123.81674133064743,124.82761203499646,3668100
2015-04-24,124.80536651611328,125.8013687222548,123.4302805488058,124.9837481998022,2548300
2015-04-27,120.69493865966797,125.40737520415796,120.07800912971226,125.23642238119588,4386200
2015-04-28,120.77670288085938,122.86533743533661,119.39418867395267,120.52397669340192,4262800
2015-04-29,119.65435791015625,121.49771814158196,118.57659384991082,119.87734631543564,3281800
2015-04-30,117.37248229980469,120.19697587581662,116.30214693696544,118.80702112523342,4444300
2015-05-01,119.19353485107422,120.18210817982474,117.92250875934856,118.55430741074166,3259800
2015-05-04,120.49430084228516,121.86938684042093,120.00372851781538,120.04089514997165,3496200
2015-05-05,118.50967407226562,120.55371320114419,118.36101894940623,119.89961705057222,3086000
2015-05-06,118.14546966552734,119.21580478994288,116.43590724967805,118.925923305552,3762700
2015-05-07,117.36503601074219,118.79215731408361,116.84473727601447,118.36104940769157,4374000
2015-05-08,120.66519927978516,121.05171166476909,118.2792545505071,118.76238652549301,4664200
2015-05-11,119.70639038085938,121.1483691774457,119.66922375732302,120.64292804900565,2723800
2015-05-12,118.19758605957031,118.95946823246058,116.30780005056093,118.76526498404067,4359700
2015-05-13,118.30960845947266,120.43842408870032,117.75686042934785,119.3179972096482,2727000
2015-05-14,120.99109649658203,121.12555357743281,118.16015776649826,119.43743734797015,2717500
2015-05-15,121.27497100830078,122.22360201805762,120.7670383756301,121.95469918842451,2384600
2015-05-18,122.08172607421875,122.4253173002129,120.46084307075874,120.78202666886513,2153900
2015-05-19,122.17134857177734,122.58963946167414,121.34970900878635,122.39543623352833,1746600
2015-05-20,122.48507690429688,123.68766901133982,121.30489242553143,122.47761149406199,2027300
2015-05-21,122.3804702758789,123.04525632498132,121.61858833032538,122.14145184126497,2156600
2015-05-22,122.18628692626953,122.92577276740101,121.77546145897425,122.18628692626953,1636000
2015-05-26,118.7727279663086,121.3497191964325,118.01831121923593,119.99772770280788,4078300
2015-05-27,119.84085845947266,120.25914932918012,118.97439228789497,119.48232505651931,3336300
2015-05-28,117.53274536132812,119.21338512494539,116.39737664080991,119.21338512494539,4205300
2015-05-29,116.71856689453125,117.99585820413687,116.210645651692,117.1144500389702,4414300
2015-06-01,117.2937240600586,118.01826750018803,116.1508898498686,117.71201483011916,2849800
2015-06-02,116.85301971435547,117.99585386629867,115.62802049408317,117.18167998767186,2497200
2015-06-03,117.36845397949219,117.91372520262232,116.82317135879045,117.60747245360982,2160500
2015-06-04,118.08550262451172,118.3693477040623,116.74846510294886,116.9725527237746,3917700
2015-06-05,117.45805358886719,119.06399380068913,116.54677238848672,118.39174240912845,3431100
2015-06-08,116.87548828125,118.36939110440389,116.24805183094314,117.49545932056775,2081700
2015-06-09,115.6280517578125,117.35350726168735,114.96326562433754,116.93521639984753,2766000
2015-06-10,116.18822479248047,116.43471997844169,112.67755753929738,114.58227338047259,5972800
2015-06-11,117.98841094970703,118.74282752266507,116.85304198844015,117.95106111197103,3633400
2015-06-12,116.61399841308594,117.824066907333,115.7848822622886,117.44311456388328,2398100
2015-06-15,116.59907531738281,116.80074391513493,114.70928988057443,115.59068673834355,2585200
2015-06-16,116.6961669921875,117.12939999726657,115.84464319532705,116.38244889835147,1723300
2015-06-17,116.26294708251953,117.25639352368292,115.68780287782273,117.16676302893963,3008600
2015-06-18,119.601806640625,120.08733169479923,116.75592476952775,116.77086698286662,3454500
2015-06-19,120.04999542236328,121.17788760912676,119.34039407578835,119.60929695841965,5182000
2015-06-22,121.17046356201172,121.94728804502134,120.59530776163737,120.7222881387844,1926600
2015-06-23,120.77456665039062,122.12654678198003,120.28904143014464,122.08919693464216,2451800
2015-06-24,119.43003845214844,120.88659115337519,118.97439772021885,120.65503808261246,2522600
2015-06-25,118.5859375,120.13959695875437,118.03320105051351,120.12466614489699,2411400
2015-06-26,118.033203125,119.3552982213875,117.44310543779535,119.07146458472705,3537900
2015-06-29,113.23783111572266,117.98844223719662,113.11083935423126,116.99499555734798,4784800
2015-06-30,114.67198181152344,115.19484551060522,113.1706022071061,114.46283633189071,3893300
2015-07-01,115.76995086669922,116.33762957885487,114.60469761927098,115.73260103354858,2299100
2015-07-02,114.47772216796875,116.20318879325302,114.29098439185121,115.88945929951454,2119800
2015-07-06,115.40396118164062,116.57668004441753,113.45441808053337,113.64115588179816,2773500
2015-07-07,116.06873321533203,116.30028623719411,113.67101512308203,115.96416051521464,2253200
2015-07-08,113.76814270019531,115.66540525177024,113.4842975788798,115.1126572254115,2393500
2015-07-09,113.02114868164062,114.95574894542219,112.81946872978769,113.86520691924568,4146300
2015-07-10,115.105224609375,115.42640826651865,113.90263230219975,115.02305949282608,3976600
2015-07-13,116.34510040283203,116.94266356835493,115.71766420793921,115.98656706254604,1803400
2015-07-14,119.0042724609375,119.74374686571504,116.34511657462056,116.77834964490414,3624800
2015-07-15,119.84830474853516,121.41690665726011,119.19846092231147,119.85578155416871,2618600
2015-07-16,121.78291320800781,122.31325355131389,120.31142989532307,120.80440900320853,2487500
2015-07-17,121.95474243164062,122.12653804000968,119.96038382034732,121.7904122331755,3248500
2015-07-20,122.75393676757812,123.54570308241894,121.6708599897757,122.17131584165493,2692400
2015-07-21,122.27591705322266,123.48598582567902,121.2824705253886,123.03781051772162,2690000
2015-07-22,122.68671417236328,123.00789766405146,120.61019109391509,120.61019109391509,2106900
2015-07-23,122.57471466064453,123.33659679140422,121.59619886954096,123.2469662813319,1716300
2015-07-24,118.458984375,122.29831296725622,117.4281995015231,121.08825570824966,4410700
2015-07-27,123.6502914428711,123.94907874887204,118.88475073725192,119.04160410002838,5757200
2015-07-28,129.02835083007812,130.5670684359998,124.08352627220195,124.08352627220195,8553600
2015-07-29,128.0797119140625,129.73046753827586,126.32437218937702,129.16278877931597,5112300
2015-07-30,128.24404907226562,128.83413548564403,125.64466217432378,127.0489226331172,4044100
2015-07-31,131.90411376953125,135.8032000664427,131.4634152832601,132.58384211806063,7289400
2015-08-03,131.1571502685547,132.24770396727047,129.9844428846457,132.06096617895113,2922600
2015-08-04,130.56707763671875,131.62774701847948,129.68566925619734,131.30655206197355,2474200
2015-08-05,131.79205322265625,132.59876177417192,131.00028688438232,131.11232498977233,2146700
2015-08-06,126.72775268554688,132.1804991277156,125.6745486803567,132.16555691129238,3775400
2015-08-07,128.7071533203125,128.8266682420391,124.29266920308038,126.73520270210494,4156000
2015-08-10,127.42985534667969,130.48488244550413,127.31780584918101,129.14783366597294,2729600
2015-08-11,125.90609741210938,126.78002898285474,124.6586902266401,126.73521373269928,2924900
2015-08-12,127.44474029541016,127.87050771705172,122.96303555003573,125.25617994891664,4486400
2015-08-13,126.50674438476562,128.31527276261178,126.09400802977794,127.94756010987993,1897000
2015-08-14,125.86139678955078,127.29471259587436,125.06594739563762,126.13905062878045,2704500
2015-08-17,127.41474914550781,127.48979628077089,124.57064134816561,125.3585904660873,1988800
2015-08-18,125.86139678955078,127.7524727216944,125.39613652909303,127.57986656974174,2273400
2015-08-19,124.99842834472656,125.8614134161433,123.40751789614995,125.18603479073792,3139800
2015-08-20,120.93110656738281,124.19546320155634,120.84105914042796,123.3174664369815,3491800
2015-08-21,116.45854949951172,123.0097617140356,116.45854949951172,119.29515732231941,6208400
2015-08-24,110.79285430908203,115.88073984197143,105.05960219042791,109.05937270503404,8697500
2015-08-25,108.95429229736328,115.47549244988672,108.7216621985786,114.43990148049872,6701100
2015-08-26,115.55056762695312,115.6481266503333,110.41015749375539,113.48689656713319,5251300
2015-08-27,116.8563003540039,117.89189156779648,113.58444357983926,116.22594546325554,4910500
